,A,B,C,D,E
804,-0.39649838,-0.34910285,-0.15083498,0.17204005,0.4116464
805,0.34165207,-0.40809858,-0.6418319,1.3520972,-0.63837594
806,0.8084345,0.6898671,0.26134157,-0.0144731235,-1.4745339
807,-0.124183506,0.045013778,0.25873965,0.85339457,0.3426377
808,0.39577106,0.2757879,0.23459366,-0.050270095,-1.1429441
809,-0.09853128,0.644859,0.561785,0.6564853,0.82734853
810,-0.5533765,-0.40175188,-0.28451785,-0.52343833,-0.25164676
811,-0.49101236,-0.4624024,-0.3454722,-0.04737696,0.16077483
812,0.3057018,0.19400534,0.2159777,-0.07097602,-1.1197895
813,-0.4153182,-0.3164356,-0.1632579,0.050594024,0.5071277
814,-0.17360216,-0.28880966,-0.38431454,0.23905623,-0.9329059
815,-0.04243447,-0.008573564,0.09745945,-0.3317054,-0.96442544
816,-0.3992585,-0.20520772,-0.06885478,-0.81541294,-0.25911906
817,0.29455167,-0.4083608,-0.6126131,1.2985767,-0.6176741
818,-0.25038216,-0.24584696,0.0063966066,0.5180715,0.31632593
819,0.9662278,0.95383984,0.4173117,-0.27225414,-1.429463
820,-0.2827318,-0.40785998,-0.49432498,0.31719562,-0.64192176
821,-0.052886575,-0.38021284,-0.34973288,0.8908138,-0.32917473
822,0.36048344,-0.38270655,-0.5329657,1.4528764,-0.48139
823,0.28897402,-0.4083902,-0.6000424,1.2989357,-0.6014395
824,-0.35590082,-0.08911462,-0.15887845,-0.34628505,0.83672696
825,-0.4922316,-0.31197178,-0.19498307,-0.7208752,-0.13382155
826,-0.1635249,0.40067592,0.46833557,0.6468271,0.66251445
827,-0.17087021,0.033190154,0.12576705,-1.0823622,-0.1466935
828,0.42709124,0.5082684,0.42727718,-0.49749234,-1.1046565
829,-0.037523583,0.17789897,0.09972915,-1.2604661,0.15319076
830,-0.19493178,0.31720114,-0.23206496,-0.90411246,1.420634
831,-0.13444674,0.5590596,0.17441797,0.007425936,1.1756247
832,0.16702668,-0.40695056,-0.58308595,1.1107206,-0.6438608
833,0.38517794,0.48046649,0.43329597,-0.5387921,-1.0800639
834,-0.30096638,-0.107597336,-0.0777643,-1.1125546,0.47349843
835,0.67499006,0.5449124,0.24073553,0.0011143703,-1.365825
836,-0.16502264,0.035723336,-0.019509979,-1.2515497,0.3734923
837,0.40757242,0.57385033,0.46811897,-0.7377345,-1.0533553
838,0.100754544,-0.4063782,-0.5532295,1.020122,-0.64074
839,0.063664205,0.28917998,0.18580297,-1.2449762,-0.036773242
840,-0.22359109,-0.037139673,-0.018967077,-1.1938947,0.3454627
841,0.65250695,0.77490824,0.4753284,-0.60128385,-1.2170454
842,0.3430553,0.291235,0.3005039,-0.2028729,-1.1169
843,0.2461759,-0.36196974,-0.40533614,1.3490651,-0.36187404
844,-0.07663704,-0.21771835,0.041622244,0.88090837,0.12220534
845,0.10565499,-0.3954035,-0.6363633,0.94305724,-0.77468896
846,-0.4438451,-0.42859042,-0.43099198,-0.032913968,-0.4293617
847,-0.44402206,-0.2747621,-0.18335685,-0.8910827,0.29108512
848,0.3681703,0.58152485,0.46669388,1.8206064,0.5404115
849,-0.064164,0.1435523,0.11501798,-1.2141174,0.069730334
850,-0.2195533,-0.2112799,0.050223827,0.5858567,0.29438153
851,0.13805723,0.023778662,0.16171825,1.3491168,0.19298023
852,-0.2997792,-0.35662863,-0.40889648,0.13763472,-0.7733747
853,0.30634636,-0.40191522,-0.5750891,1.3443611,-0.5589429
854,-0.14865562,0.5160053,0.1855933,0.024903314,1.1227885
855,-0.3847011,-0.4335219,-0.4653776,0.12103417,-0.45607853
856,0.028002242,-0.41079888,-0.57854265,0.8998454,-0.6521145
857,-0.42508516,-0.40050644,-0.2039609,0.1135272,0.34418243
858,-0.19356401,0.3773559,0.049235202,-0.17565507,1.1522683
859,0.68079215,0.52873534,0.20052508,0.057981744,-1.3997056
860,-0.15748855,0.47972107,0.06432573,-0.18088192,1.2337213
861,0.13373907,-0.40683836,-0.5336614,1.0944712,-0.5850992
862,-0.30826586,-0.021336082,-0.023662338,0.058292724,0.7511178
863,-0.365805,-0.1655487,-0.045201596,-0.8927044,-0.17245048
864,-0.1577907,0.06916645,-0.07266566,-1.2888792,0.50471
865,-0.13400668,0.5054369,0.5785203,0.93499625,0.653921
866,-0.2129225,0.3440558,0.13352138,0.03378416,1.0046855
867,0.20198846,-0.40635017,-0.61448675,1.1439217,-0.6728073
868,-0.22442271,0.2840232,-0.086167015,-0.449346,1.2521831
869,0.28285462,0.26561478,0.31926712,-0.2767624,-1.0913899
870,-0.5739802,-0.4337204,-0.33369,-0.46228504,-0.20641826
871,0.23475821,-0.08982363,0.036418103,1.4476222,0.07123742
872,-0.120003745,0.6087705,0.23399651,0.10707035,1.1527318
873,0.52809674,0.817563,0.51439977,-1.1972971,-0.75203395
874,0.5444505,0.4591205,0.319391,-0.12101178,-1.1917624
875,-0.09426677,-0.15199387,0.10502027,0.86017674,0.18954332
876,-0.11850203,-0.16892739,-0.15372041,0.0028832424,-1.0248598
877,-0.5657956,-0.46508646,-0.36031333,-0.4177899,0.113648176
878,-0.19749038,0.3818351,0.12992194,-1.555495e-05,1.0491883
879,-0.18151504,-0.19270356,0.07606727,0.6674632,0.256197
880,-0.25770432,-0.09136669,0.040546507,-0.73360854,-0.56030226
881,-0.29056638,0.09540564,-0.12713799,-0.7746015,1.0521187
882,0.02868017,0.14220825,0.25624055,-0.6514257,-0.83268726
883,-0.076043606,0.76058525,0.5810723,0.6663805,0.926674
884,0.026425669,-0.21295923,0.017291375,1.1008077,0.04031293
885,0.19659695,-0.25800812,-0.110058025,1.3467304,-0.058207244
886,-0.10931939,0.6443139,0.25840107,0.14851317,1.1568419
887,-0.547975,-0.40987918,-0.29482192,-0.61052525,0.18899943
888,0.46158513,-0.3388997,-0.4530505,1.6032059,-0.36220962
889,-0.2507024,-0.40177566,-0.5090784,0.36548543,-0.6851979
890,-0.17728004,0.4438001,0.24387896,0.17311087,0.9775931
891,-0.19976732,-0.0064221397,0.2345078,0.6595186,0.37636235
892,0.2840269,0.522988,0.41419068,-1.1454694,-0.5782905
893,0.5445915,0.41853267,0.24879321,-0.020418277,-1.2373878
894,0.26626572,0.22302234,0.28548545,-0.22658256,-1.0966588
895,-0.18039152,0.20526414,0.38565895,0.75866556,0.49630803
896,0.09673936,0.12197043,0.23733062,-0.37209734,-1.0159835
897,-0.4043409,-0.44078514,-0.4618299,0.08477751,-0.40723336
898,-0.2953766,0.07399668,-0.13206074,-0.45341578,1.0362538
899,0.034426674,-0.36589584,-0.32869238,1.0305412,-0.35223934
900,-0.3032257,-0.0025640586,0.018567108,0.14421004,0.71792954
901,-0.42179245,-0.23753844,-0.15273339,-0.9081575,0.13197015
902,-0.09330425,-0.4124156,-0.5577185,0.6958124,-0.6300261
903,-0.27427444,-0.1825156,0.049026527,0.47125894,0.39734694
904,-0.37890726,-0.14436273,-0.17589557,-0.39155477,0.7863724
905,0.095637076,0.03917311,0.120839894,-0.12618075,-1.081611
906,0.1770313,-0.12671737,0.032409437,1.3616174,0.06195534
907,0.3845127,-0.069588766,-0.013774224,1.6444407,0.03530039
908,-0.22658189,0.27371594,0.23128322,0.2893142,0.8008632
909,-0.21894816,0.3073665,-0.0620647,-0.3809305,1.2388867
910,-0.5840425,-0.45299584,-0.35507613,-0.46042043,-0.13930707
911,-0.18926793,0.32547253,-0.19340202,-0.7321736,1.4380234
912,-0.32762173,-0.11769003,-0.09471051,-1.052232,0.54015714
913,0.5192177,0.40580606,0.2714627,-0.05564505,-1.1984335
914,-0.5746042,-0.43277,-0.3280655,-0.480381,-0.19454125
915,-0.11511214,0.6498698,-0.25832808,-0.72464556,1.8179309
916,-0.42157435,-0.40202868,-0.2085196,0.122170664,0.3295473
917,-0.45387554,-0.32622665,-0.24170148,-0.4068595,-0.53986955
918,-0.008122815,0.10799746,0.2719066,1.1164702,0.30436552
919,-0.5283711,-0.45589975,-0.40733027,-0.22209142,-0.22100887
920,0.058989435,-0.2737448,-0.0687191,1.1395366,-0.028187856
921,0.062421888,0.03563368,0.19660741,1.2348094,0.22726282
922,-0.23639381,0.06972195,0.22318393,0.5069068,0.5322435
923,-0.47761613,-0.43555275,-0.4168344,-0.11382945,-0.36230487
924,0.30284148,-0.40270615,-0.5760829,1.3381512,-0.5617229
925,-0.2660132,-0.4030942,-0.50094795,0.33990902,-0.6723045
926,0.19359326,-0.3696261,-0.41211694,1.2667277,-0.39162856
927,0.1747335,0.014369838,0.14217214,1.3998804,0.17329265
928,0.22987503,0.15670411,0.2282095,-0.15307145,-1.1071901
929,0.14854734,-0.40683833,-0.5522739,1.1041852,-0.6058583
930,0.31657782,-0.40486577,-0.58959514,1.3508177,-0.57362556
931,-0.13838054,0.525881,0.40216509,0.38374352,0.878021
932,-0.009343168,-0.40488994,-0.5871388,0.8223424,-0.6879787
933,-0.06383384,0.06251499,0.18675524,-0.64276457,-0.77500457
934,0.45637968,0.6754912,0.50154823,-0.868757,-1.0648073
935,-0.1638433,0.4286275,0.50858176,0.74631757,0.6567894
936,-0.09942196,0.028502136,0.15391374,-0.64033407,-0.74814737
937,-0.51142013,-0.34074333,-0.20653667,-0.6353862,-0.26655608
938,-0.021457624,0.19415501,0.117352486,-1.2523901,0.11460406
939,-0.09853425,0.8007843,0.6822425,0.939033,0.89945453
940,-0.36302498,-0.10607611,-0.1640642,-0.3636019,0.82112336
941,-0.022545913,-0.37253714,-0.6201839,0.69213986,-0.8831364
942,-0.18822479,0.08357322,-0.13440697,-1.2208921,0.7064463
943,-0.15329476,-0.24286497,0.016492233,0.7245388,0.19191062
944,0.15679024,-0.27638325,-0.12794316,1.2946225,-0.08119783
945,0.3761259,-0.4088451,-0.6338943,1.4148666,-0.6073745
946,0.8747927,0.9800699,0.48087227,-0.5382918,-1.3396741
947,-0.44596398,-0.34690836,-0.20482343,-0.045888767,0.50387156
948,0.40306938,0.42957664,0.39172253,-0.36619648,-1.0999209
949,-0.19492511,0.08649576,0.30174285,0.691581,0.43122894
950,-0.10101217,0.78493434,0.6785586,0.9329666,0.88571894
951,-0.26553345,-0.16833772,-0.054046,-0.48082346,-0.71565825
952,0.25502926,0.4787655,0.42322686,-1.0718286,-0.66687685
953,0.53853655,0.8353686,0.5412461,-1.1206728,-0.9505869
954,-0.46301654,-0.35729197,-0.3056237,-0.27927163,-0.5447314
955,-0.12127035,0.66441566,0.65981317,0.96687496,0.7744413
956,0.6897493,0.9131025,0.5339657,-0.83756644,-1.2203802
957,-0.35930842,-0.17587273,-0.103051275,-1.0050327,0.20972164
958,-0.26214495,-0.062093187,0.008650757,-1.0850704,0.09173843
959,-0.26944622,-0.052183982,0.054189704,-1.021449,-0.1174926
960,-0.2814958,-0.29593167,-0.06023913,0.44625854,0.32789844
961,-0.14581044,0.053405862,0.081361085,-1.1639359,0.07381817
962,-0.13254473,0.48085555,0.45628417,0.51200247,0.75432587
963,-0.46119863,-0.42387226,-0.25249374,0.0071578193,0.32566348
964,-0.14992145,0.5187272,0.22476324,0.10040631,1.0768944
965,-0.5018144,-0.32859465,-0.19222067,-0.6464926,-0.29065877
966,-0.37280658,-0.11842291,-0.13282903,-0.90001684,0.69620806
967,0.08977033,-0.3989713,-0.62327576,0.9371173,-0.74523944
968,-0.07932556,0.74784446,0.39691892,0.36550596,1.0985395
969,-0.19411741,-0.26553404,-0.31341264,0.13712546,-0.94372666
970,0.09545268,0.41193685,0.4492392,1.3571084,0.5045217
971,-0.32799095,-0.16217574,-0.02953814,0.23164797,0.5625208
972,-0.2583158,0.17598288,-0.11367238,-0.5968527,1.1555187
973,-0.49033245,-0.3141049,-0.21445075,-0.7792432,0.030561939
974,-0.24500431,-0.3205596,-0.38010985,0.1647509,-0.856251
975,-0.57718533,-0.46712366,-0.3785982,-0.4018786,-0.09709294
976,-0.1909854,-0.062071767,0.06541871,-0.6231737,-0.68848544
977,0.16567668,0.3945347,0.31169423,-1.1779026,-0.3509908
978,-0.072184436,0.757192,0.47993094,0.48111725,1.0148458
979,-0.12239277,0.5891976,0.10595393,-0.10397689,1.2815678
980,0.48067632,0.6154769,0.46476352,-0.63209647,-1.1233526
981,-0.08528383,0.8215037,-0.24764052,-0.6541549,1.9653871
982,-0.16577631,0.4780977,0.3226453,0.28705767,0.9221822
983,-0.35898963,-0.4081233,-0.4526417,0.14181188,-0.5849191
984,0.51808256,0.3914924,0.24709368,-0.022325536,-1.2134358
985,-0.120820016,0.603315,0.19870603,0.048447967,1.189423
986,0.33594036,-0.4010878,-0.58583045,1.3842494,-0.56030345
987,-0.3706467,-0.18096657,-0.11937464,-0.98247355,0.49823388
988,-0.22648093,0.229721,-0.19796607,-0.91874593,1.2772888
989,0.4268421,0.29343113,0.24597383,1.8239641,0.29777288
990,-0.15242407,0.4128611,0.45095104,0.5717734,0.68828547
991,0.3119134,-0.34568492,-0.38560218,1.442151,-0.31905496
992,0.1426686,0.03693775,0.085208684,-0.019325236,-1.1260651
993,0.4763855,0.6428664,0.48483235,-0.71595687,-1.113745
994,0.03442827,0.1258703,0.26949418,1.2001607,0.30482092
995,-0.029707208,0.17260702,0.23195097,-1.0745378,-0.32206643
996,-0.37725973,-0.13696413,-0.17626783,-0.43190965,0.7934888
997,-0.093371615,0.6692413,0.5740062,0.6672023,0.8421617
998,0.121767774,0.1824743,0.29527912,-0.47398332,-0.977691
999,-0.158259,0.4456605,0.38621053,0.41362178,0.8057626
